session_id,unit_id,phase,mode,predicted_label,accepted_label,raw_json,model,created_at
39e72ebb-d323-47f3-83ce-d718ad67ce1c,essay0003_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""b6e2e7eb-855b-4e02-a3d2-16e686d674e4""}",qwen-plus,2026-03-24T07:15:42.998Z
39e72ebb-d323-47f3-83ce-d718ad67ce1c,essay0003_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""130c1b32-1729-4242-8029-92191a5a8fb8""}",qwen-plus,2026-03-24T07:15:44.282Z
4d9f6aa1-0bd6-4aa7-8b86-69b52129f9fa,essay0001_sentence01,normal,prompt1,CODE,EXPLANATION,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""0056e156-46ba-4e80-8532-4e9fc7ab71d3""}",qwen-plus,2026-03-24T07:10:50.009Z
4d9f6aa1-0bd6-4aa7-8b86-69b52129f9fa,essay0001_sentence02,normal,prompt1,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""8bec44b0-0e0c-4589-b224-408a7f9f814d""}",qwen-plus,2026-03-24T07:10:51.320Z
4d9f6aa1-0bd6-4aa7-8b86-69b52129f9fa,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""af63b449-f5e4-4807-a4bd-cf70bd7beaad""}",qwen-plus,2026-03-24T07:10:53.324Z
4d9f6aa1-0bd6-4aa7-8b86-69b52129f9fa,essay0001_sentence04,normal,prompt1,APPLICATION,,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""b3f545a6-dbc2-48d8-830b-bc2cc82e8556""}",qwen-plus,2026-03-24T07:10:54.621Z
4d9f6aa1-0bd6-4aa7-8b86-69b52129f9fa,essay0001_sentence05,normal,prompt1,IMPLICATION,,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""6c42a138-d709-4f6f-93d9-3a0e7c019eed""}",qwen-plus,2026-03-24T07:10:58.002Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence01,normal,prompt1,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""775e8f57-a533-4dcc-9a73-dcb5814ab32a""}",qwen-plus,2026-03-24T06:16:29.152Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence01,normal,prompt2,CODE,CODE,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""openai"",""request_id"":""eb00df17-b011-40e4-ba50-ca7d060cdbc6""}",gpt-4o-mini-2024-07-18,2026-03-24T06:16:36.449Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence02,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""a19114d1-1eeb-4776-a0a9-91c581f05bfe""}",qwen-plus,2026-03-24T06:16:37.840Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""openai"",""request_id"":""fba1f5e1-ef3f-4f90-a7af-acad8c11638e""}",gpt-4o-mini-2024-07-18,2026-03-24T06:16:46.276Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""openai"",""request_id"":""18851f55-2b1d-496a-9230-7e16634ac464""}",gpt-4o-mini-2024-07-18,2026-03-24T06:16:48.068Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0001_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""7bc71740-84bb-453e-8210-1278e4ad677a""}",qwen-plus,2026-03-24T06:16:49.311Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""openai"",""request_id"":""5b227bb7-6514-48a2-844e-7cff47b357c1""}",gpt-4o-mini-2024-07-18,2026-03-24T06:17:47.204Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence01,normal,prompt2,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""5a4e5fa2-882e-4b81-a13c-29eb9a0009c1""}",qwen-plus,2026-03-24T06:17:30.537Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""openai"",""request_id"":""9be103dd-051b-48c9-9d72-c4e7a936e5e1""}",gpt-4o-mini-2024-07-18,2026-03-24T06:17:48.552Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""bb0d2019-ff63-4caf-b9a4-d408ac9a2028""}",qwen-plus,2026-03-24T06:17:50.359Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""0fc277bf-1fdb-4667-a455-b73e434c82f4""}",qwen-plus,2026-03-24T06:17:53.315Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0002_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""openai"",""request_id"":""3357f9c3-eb6b-471a-b441-8c404978ec5e""}",gpt-4o-mini-2024-07-18,2026-03-24T06:17:54.500Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence01,normal,prompt1,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""71d85e9d-7e8b-4de4-bc80-d0dd70442482""}",qwen-plus,2026-03-24T06:18:18.495Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence01,normal,prompt2,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""openai"",""request_id"":""991fc12a-e45d-46b6-bd21-ad3092d608c6""}",gpt-4o-mini-2024-07-18,2026-03-24T06:18:07.077Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence02,normal,prompt1,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""b3f25da1-e966-4202-a932-c7202943f939""}",qwen-plus,2026-03-24T06:18:54.391Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence02,normal,prompt2,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""openai"",""request_id"":""2e578e53-72af-411d-94e7-5721f2912fc7""}",gpt-4o-mini-2024-07-18,2026-03-24T06:18:08.894Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence03,normal,prompt1,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""1e93e47b-6669-48b2-884d-944869e82c4c""}",qwen-plus,2026-03-24T06:20:34.877Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence03,normal,prompt2,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""49b7b4d5-fe71-4137-978a-eace211f1414""}",qwen-plus,2026-03-24T06:18:12.980Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence04,normal,prompt1,APPLICATION,,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""f533def7-8934-4503-bb5f-52820d685e9a""}",qwen-plus,2026-03-24T06:20:36.448Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""f6f7dacb-0694-4ac2-ae0a-62af844f3db9""}",qwen-plus,2026-03-24T06:19:44.060Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence05,normal,prompt1,IMPLICATION,,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""c0803c66-4694-43e0-9082-a1eb8b5ceeb8""}",qwen-plus,2026-03-24T06:20:37.715Z
5819505a-95b7-41f3-a930-95b9608e69af,essay0003_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""openai"",""request_id"":""11cf3fd1-f0c8-4fdf-80bd-4929a4f25bfb""}",gpt-4o-mini-2024-07-18,2026-03-24T06:19:45.293Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence01,normal,custom,EXPLANATION,EXPLANATION,,,2026-03-24T07:31:03.078Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence01,normal,prompt1,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""08c35031-d6a0-42a9-82b8-69c385326c2a""}",qwen-plus,2026-03-24T07:12:52.537Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence02,normal,custom,EVALUATION,EVALUATION,,,2026-03-24T07:31:03.376Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence02,normal,prompt1,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""fd7bca96-1bdd-45a2-a93e-69dee7d5f035""}",qwen-plus,2026-03-24T07:12:54.329Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence03,normal,custom,RESPONSIBILITY,RESPONSIBILITY,,,2026-03-24T07:31:03.732Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""eecb788d-b52a-4f0f-a588-b641def845ed""}",qwen-plus,2026-03-24T07:12:56.095Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence04,normal,custom,APPLICATION,APPLICATION,,,2026-03-24T07:31:04.072Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence04,normal,prompt1,APPLICATION,,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""ae7a24e9-4442-4ff7-8551-395b74770c0a""}",qwen-plus,2026-03-24T07:12:57.465Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence05,normal,custom,IMPLICATION,IMPLICATION,,,2026-03-24T07:31:04.460Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0001_sentence05,normal,prompt1,IMPLICATION,,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""531d0517-c163-46fa-b341-d349bce278a5""}",qwen-plus,2026-03-24T07:12:58.904Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0002_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""5fda34ef-fc51-4689-a16b-0098c8d96de7""}",qwen-plus,2026-03-24T07:32:30.469Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0002_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""9ca9c559-f1c9-4c20-b938-3d4a2c7c2f28""}",qwen-plus,2026-03-24T07:32:34.133Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0002_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""e797b82f-5f49-4b64-b9fe-1ff22a5d6231""}",qwen-plus,2026-03-24T07:32:35.404Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0002_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""c673850e-d827-4554-87c9-279cf25973d5""}",qwen-plus,2026-03-24T07:32:37.283Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0002_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""15a58443-1368-4766-9c93-08039c97148f""}",qwen-plus,2026-03-24T07:32:39.060Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0003_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""33951c0e-2bf1-4480-be07-6bdb0da9a509""}",qwen-plus,2026-03-24T07:36:12.004Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0003_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""4eb68aae-65ea-4e3e-9d1b-c4fa9a02a54d""}",qwen-plus,2026-03-24T07:36:13.289Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0003_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""85fce1fa-a5af-4652-a6fd-ea46a70a8eb6""}",qwen-plus,2026-03-24T07:36:15.253Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0003_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""e40722af-69dd-4327-8898-b45bb24728ee""}",qwen-plus,2026-03-24T07:36:18.465Z
58fc141e-cf3e-44cb-84ab-37545a74d486,essay0003_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""5382280f-2fca-498f-a4d8-f6c91bc38bc5""}",qwen-plus,2026-03-24T07:36:19.593Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0001_sentence01,normal,prompt2,CODE,CODE,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""1b9467b7-b9a1-478c-ab12-f196df07aa45""}",qwen-plus,2026-03-24T07:13:02.687Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0001_sentence02,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""10af64b9-21f8-4ff2-8303-549c6605b1a1""}",qwen-plus,2026-03-24T07:13:04.308Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0001_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""a6eef709-ec84-4cd7-8833-c25f7ea3dade""}",qwen-plus,2026-03-24T07:13:07.012Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0001_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""93bffce0-9fdb-43e1-a7ec-b1e9dd90f33c""}",qwen-plus,2026-03-24T07:13:08.638Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0001_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""fd02fdaf-c503-4b65-aaaa-7a0748575800""}",qwen-plus,2026-03-24T07:13:10.162Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0002_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""ae36cb10-7dfa-48ca-80c7-5408d8f49aae""}",qwen-plus,2026-03-24T07:14:30.117Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0002_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""876a41a0-4b0b-4ed8-843d-74ae0ddd78a0""}",qwen-plus,2026-03-24T07:14:31.781Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0002_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""7fb573e2-3e90-4659-8b37-cffa0882347f""}",qwen-plus,2026-03-24T07:14:33.362Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0002_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""24edcdae-07b7-44df-8944-6271f0dcaa25""}",qwen-plus,2026-03-24T07:14:34.880Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0002_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""c1be5e91-d18a-4eb6-b4cf-a90ceb65cee9""}",qwen-plus,2026-03-24T07:14:36.421Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0003_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""fc6abceb-ce4f-4280-b920-85fce3e95bcf""}",qwen-plus,2026-03-24T07:16:22.955Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0003_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""e354a707-bb8d-4e96-a679-b0c39c5c0e51""}",qwen-plus,2026-03-24T07:16:24.513Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0003_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""77acc002-cfbe-4127-83ef-e3614eefd93d""}",qwen-plus,2026-03-24T07:16:26.110Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0003_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""f8b7b2c0-2f17-4716-a87d-03da3ba8d012""}",qwen-plus,2026-03-24T07:16:27.628Z
5b6a51a9-3530-4834-a4a4-a2d7d2e15e2a,essay0003_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""f9b7af77-f7c2-4fea-94f6-a67370b02522""}",qwen-plus,2026-03-24T07:16:29.380Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0001_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""8d563432-17c4-42c6-9c87-f2e019faa56f""}",qwen-plus,2026-03-24T07:16:35.485Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0001_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""777a1688-97b5-4832-8da0-4e5843db4b08""}",qwen-plus,2026-03-24T07:16:36.697Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""75cb13a9-8cd7-4991-bfca-8a495a8407de""}",qwen-plus,2026-03-24T07:16:37.984Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0001_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""b082539a-713c-4b4f-8958-953b7a3c8c6e""}",qwen-plus,2026-03-24T07:16:39.115Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0001_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""7924274f-f1b0-4242-8f5f-5c648d84b13b""}",qwen-plus,2026-03-24T07:16:40.841Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0002_sentence01,normal,prompt1,EXPLANATION,,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""fbdb0578-0393-4694-b3c4-98858a6ded4e""}",qwen-plus,2026-03-24T07:38:07.511Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0002_sentence02,normal,prompt1,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""98c242f1-85dc-4cf7-abc3-d2d367c5d089""}",qwen-plus,2026-03-24T07:38:10.191Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0002_sentence03,normal,prompt1,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""1f08ebe3-3ce3-4809-803b-191d14ac19b8""}",qwen-plus,2026-03-24T07:38:11.461Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0002_sentence04,normal,prompt1,APPLICATION,,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""30a43925-c2db-42c9-b069-3779b1c38063""}",qwen-plus,2026-03-24T07:38:12.751Z
5fe90772-597b-4c5a-ad3c-2dd2cdef4897,essay0002_sentence05,normal,prompt1,IMPLICATION,,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""ad0ff073-0c83-4940-ad43-050d7e7ecaeb""}",qwen-plus,2026-03-24T07:38:14.097Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence01,normal,prompt1,CODE,,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""56b88529-306e-4b9c-9609-a0c21c76f070""}",qwen-plus,2026-03-24T07:13:51.084Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence01,normal,prompt2,CODE,CODE,,,2026-03-24T07:14:31.327Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence02,normal,prompt1,EVALUATION,,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""22f4fc2a-4e23-436b-ba85-1cc371caf5a6""}",qwen-plus,2026-03-24T07:13:52.389Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence02,normal,prompt2,EVALUATION,EVALUATION,,,2026-03-24T07:14:32.763Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""d8a37fb3-8dbd-4b3e-a973-c157107174e6""}",qwen-plus,2026-03-24T07:13:53.787Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,,,2026-03-24T07:14:34.745Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence04,normal,prompt1,APPLICATION,,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""559cca32-c3a9-4cdc-be49-d6901d9fdfd1""}",qwen-plus,2026-03-24T07:13:55.257Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence04,normal,prompt2,APPLICATION,APPLICATION,,,2026-03-24T07:14:36.267Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence05,normal,prompt1,IMPLICATION,,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""8a8411d3-1b4a-4087-a838-477fd99ba13c""}",qwen-plus,2026-03-24T07:13:57.165Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0001_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,,,2026-03-24T07:14:37.276Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0002_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""4cb5e3b3-0b36-4d8d-955c-9d42a78aa6b2""}",qwen-plus,2026-03-24T07:14:44.046Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0002_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""35b6156a-8716-4070-a4bf-4b50dc45c078""}",qwen-plus,2026-03-24T07:14:45.286Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0002_sentence03,normal,prompt2,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""199f8b65-c0f4-4885-a9cc-8e45a5d9f4ae""}",qwen-plus,2026-03-24T07:14:46.539Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0002_sentence04,normal,prompt2,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""0822424e-825d-4979-81a6-e4f902001786""}",qwen-plus,2026-03-24T07:14:48.336Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0002_sentence05,normal,prompt2,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""8ea0b10f-d49b-47da-a623-58173dd3429c""}",qwen-plus,2026-03-24T07:14:49.607Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0003_sentence01,normal,prompt2,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""7e14b0da-b958-4fa2-a863-cb9771b1b45a""}",qwen-plus,2026-03-24T07:15:12.238Z
61daf14c-0006-44d1-aa48-e6968ae36f33,essay0003_sentence02,normal,prompt2,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""a92462bf-33ae-41c3-bd64-8f08f3ad3379""}",qwen-plus,2026-03-24T07:15:13.461Z
